nr,lokalita,otazka,datum,opravnene_osoby,ucast,platnost_referenda,pro,proti,zavaznost,platnost_hlasovani,platnost_fin,platnost_T,referendum_validity,referendum_binding,voting_valid,binding_minimum_count,rok_fin,rok_T,obec_fin,okres_fin,kraj_fin,geo_city,lok_T
338.0,"Blšany u Loun (Louny, ÚSK)","Vybudovat relaxační zónu na částech pozemků pč. 47/1, 47/3, 47/5 v katastrálním území Blšany u Loun?",08.-09.10.2021,295,0.722,ANO,"101    (47,42 %)","105    (49,30 %)",NE             (74),,ANO,True,True,False,True,74,2021,True,Blšany u Loun,Louny,Ústecký kraj,"Blšany u Loun, Louny, Ústecký kraj, Česká republika",True
339.0,"Tovačov          (Přerov, OLK)","Souhlasíte s rozšířením těžby štěrkopísku (hornických činností) na pozemcích ve vlastnictví města Tovačova zapsaných na LV č. 10001 v k. ú. Tovačov, obec Tovačov,   u Katastrálního úřadu pro Olomoucký kraj, KP Přerov        o výměře 104.219 m2 na parcelách č. 1835/152, 1835/153, 1835/171, 1835/173, 1835/215, 1835/212, 1838/28, 1855/2, 1871/49, 1871/50, 2989/4, 2989/7 a 2989/8?",08.-09.10.2021,1973,0.6001,ANO,"250    (21,11 %)","900    (76,01 %)",ANO       (494),,ANO,True,True,True,True,494,2021,True,Tovačov,Přerov,Olomoucký kraj,"Tovačov, Přerov, Olomoucký kraj, Česká republika",True
340.0,"Jáchymov      (Karlovy Vary, KVK)","Souhlasíte s tím, aby Zastupitelstvo města Jáchymov schválilo prodej pozemků ve vlastnictví města Jáchymov pro účely výstavby investičního záměru SKYWALK - STEZKA V OBLACÍCH na Klínovci?",08.-09.10.2021,1842,0.5418,ANO,"378    (37,88 %)","601    (60,22 %)",ANO       (461),,ANO,True,True,True,True,461,2021,True,Jáchymov,Karlovy Vary,Karlovarský kraj,"Jáchymov, Karlovy Vary, Karlovarský kraj, Česká republika",True
341.0,"Temelín            (České Budějovice, JHČ)",Souhlasíte s výstavbou Víceúčelové sportovní haly (zimní stadion) v obci Temelín?,08.-09.10.2021,698,0.6074,ANO,"258    (60,85 %)","144    (33,96 %)",ANO       (175),,ANO,True,True,True,True,175,2021,True,Temelín,České Budějovice,Jihočeský kraj,"Temelín, České Budějovice, Jihočeský kraj, Česká republika",True
342.0,"Soběslav          (Tábor, JHČ)","1. Souhlasíte s tím, aby město Soběslav bezodkladně podniklo veškeré kroky v samostatné působnosti, aby nemohlo dojít k výstavbě logistického centra na místě zastavitelných ploch Z12 a Z20 vymezených územním plánem Soběslav ve znění změny č. 1?",23.-24.09.2022,5548,0.3035,NE,"1 400 (83,14 %)","189    (11,22 %)",NE                 (1 387),,NE,True,False,False,True,0,2022,True,Soběslav,Tábor,Jihočeský kraj,"Soběslav, Tábor, Jihočeský kraj, Česká republika",True
342.0,"Soběslav          (Tábor, JHČ)","2. Souhlasíte s tím, aby město Soběslav bezodkladně podniklo veškeré kroky v samostatné působnosti, aby nemohlo dojít k výstavbě hal o zastavěné ploše stavby (každé haly) převyšující 10.000 m² na místě zastavitelných ploch Z12 a Z20 vymezených územních plánem Soběslav ve znění  změny č. 1?",23.-24.09.2022,5548,0.3035,NE,"1 427 (84,74 %)","158      (9,38 %)",NE                 (1 387),hlasování neplatné,NE,True,False,False,False,0,2022,True,Soběslav,Tábor,Jihočeský kraj,"Soběslav, Tábor, Jihočeský kraj, Česká republika",True
343.0,"Drnovice              (Zlín, ZLK)","Souhlasíte s tím, aby zastupitelstvo obce podniklo veškerá zákonná opatření v samostatné působnosti obce k tomu, aby podpořilo realizaci silničního obchvatu obce Drnovice, jehož předběžná trasa vychází z mapového podkladu dokumentu Technické studie Vodního díla Vlachovice, která byla dokončena v prosinci 2020?",08.-09.10.2021,335,0.6896,ANO,"177    (76,62 %)","42      (18,18 %)",ANO         (84),,ANO,True,True,True,True,84,2021,True,Drnovice,Zlín,Zlínský kraj,"Drnovice, Zlín, Zlínský kraj, Česká republika",True
344.0,"Sobíšky           (Přerov, OLK)","1. Souhlasíte se záměrem Ing. M. Zapletala (EM Dřevohostice s.r.o., IČ 26843463) vystavět a zprovoznit biofarmu pro nosnice na území obce Sobíšky?",2021-11-27 00:00:00,133,0.6842,ANO,"3           (3,30 %)","82      (90,11 %)",ANO         (34),,ANO,True,True,True,True,34,2021,True,Sobíšky,Přerov,Olomoucký kraj,"Sobíšky, Přerov, Olomoucký kraj, Česká republika",True
344.0,"Sobíšky           (Přerov, OLK)","2. Souhlasíte s tím, aby Zastupitelstvo obce Sobíšky podniklo kroky potřebné k zabránění realizace tohoto záměru?",2021-11-27 00:00:00,133,0.6842,ANO,"87      (95,60 %)","3           (3,30 %)",ANO         (34),hlasování neplatné,NE,True,True,True,False,34,2021,True,Sobíšky,Přerov,Olomoucký kraj,"Sobíšky, Přerov, Olomoucký kraj, Česká republika",True
345.0,"Ostrov            (Karlovy Vary, KVK)","Souhlasíte s tím, aby zastupitelstvo města neschválilo změnu č. 3 Územního plánu Ostrov?",2022-02-18 00:00:00,13031,0.1866,NE,"2 249 (92,48 %)","158      (6,50 %)",NE                 (3 258),,NE,True,False,False,True,0,2022,True,Ostrov,Karlovy Vary,Karlovarský kraj,"Ostrov, Karlovy Vary, Karlovarský kraj, Česká republika",True
346.0,"Koloveč (Domažlice, PLK)","Souhlasíte s tím, aby zastupitelstvo městyse Koloveč podnikalo v rámci své samostatné působnosti kroky směřující k podpoře výstavby dvou větrných elektráren na území městyse Koloveč, ve vzdálenosti minimálně      1 000 metrů od zastavěného území městyse, směrem na Nové Dvory u Močerad a s tím související kroky směřující k přijetí finanční dotace od investora a provozovatele těchto větrných elektráren v řádech milionů Kč a k jejich využití na další rozvoj městyse Koloveč, včetně krytí většiny nákladů na provoz systému komunálních odpadů (snížení poplatku na odpady pro poplatníky) a také na vyšší podporu činnosti spolků a sdružení působících v městysi Koloveč?",2022-02-26 00:00:00,811,0.4723,ANO,"131    (34,20 %)","243    (63,45 %)",ANO       (203),,ANO,True,True,True,True,203,2022,True,Koloveč,Domažlice,Plzeňský kraj,"Koloveč, Domažlice, Plzeňský kraj, Česká republika",True
347.0,"Říčany               (Praha-východ, STČ)","Souhlasíte s tím, aby město Říčany (resp. jeho orgány) činilo v samostatné působnosti bez zbytečného odkladu takové kroky, které budou působit na orgány města          v přenesené působnosti a budou směřovat ke zrušení dopravních regulací zavedených v rámci projektu Parkuj dobře v Říčanech?",2022-02-15 00:00:00,11701,0.2006,NE,"2 172 (92,54 %)","147      (6,26 %)",NE                 (2 926),,NE,True,False,False,True,0,2022,True,Říčany,Praha-východ,Střední čechy,"Říčany, Praha-východ, Střední čechy, Česká republika",True
349.0,"Chýšť        (Pardubice, PAK)","Souhlasíte s poskytnutím obecních pozemků pod označením  Z9 a Z10 dle územního plánu obce Chýšť, k.ú. Chýšť k výstavbě průmyslové zóny?",23.-24.09.2022,173,0.8382,ANO,"48      (33,10 %)","95      (65,52 %)",ANO         (44),,ANO,True,True,True,True,44,2022,True,Chýšť,Pardubice,Pardubický kraj,"Chýšť, Pardubice, Pardubický kraj, Česká republika",True
350.0,"Čerčany      (Benešov, STČ)",1. Souhlasíte se zákazem zařazování dalších ploch               o velikosti větší než 10 000 m² v okolí zastavěného území obce Čerčany do územního plánu jako ploch bydlení?,23.-24.09.2022,2252,0.5431,ANO,"868    (70,97 %)","210    (17,17 %)",ANO       (563),,ANO,True,True,True,True,563,2022,True,Čerčany,Benešov,Střední čechy,"Čerčany, Benešov, Střední čechy, Česká republika",True
350.0,"Čerčany      (Benešov, STČ)","2. Souhlasíte s vypuštěním plochy Z1-29 ""Velký Barochov"" (tvořené zejména pozemkem parcelní číslo 1228/1 k.ú. Čerčany) ze zastavitelného území v rámci územního plánu obce Čerčany a s jejím ponecháním v nezastavitelném území?",23.-24.09.2022,2252,0.5431,ANO,"872    (71,30 %)","200    (16,35 %)",ANO       (563),hlasování neplatné,NE,True,True,True,False,563,2022,True,Čerčany,Benešov,Střední čechy,"Čerčany, Benešov, Střední čechy, Česká republika",True
351.0,"Janov              (Svitavy, PAK)",Jste pro výstavbu ZOO v k.ú. Janov u Litomyšle?,23.-24.09.2022,760,0.6421,ANO,"197    (40,37 %)","273    (55,94 %)",ANO       (190),,ANO,True,True,True,True,190,2022,True,Janov,Svitavy,Pardubický kraj,"Janov, Svitavy, Pardubický kraj, Česká republika",True
352.0,"Náklo         (Olomouc, OLK)","Má obec Náklo při výkonu své samostatné působnosti využít všech zákonných prostředků (zejména z titulu schvalovatele územního plánu, účastníka správních řízení a vlastníka pozemků), aby zabránila rozšíření těžby štěrkopísku na svých pozemcích?",23.-24.09.2022,1181,0.4936,ANO,"366    (62,78 %)","139    (23,84 %)",ANO       (296),,ANO,True,True,True,True,296,2022,True,Náklo,Olomouc,Olomoucký kraj,"Náklo, Olomouc, Olomoucký kraj, Česká republika",True
353.0,"Veverská Bítýška (Brno-venkov, JHM)","Požadujete, aby orgány obce Veverská Bítýška aktivně vyvíjely v rámci své samostatné působnosti maximální možné a přípustné úsilí k tomu, aby bylo v maximální možné míře eliminováno riziko vzniku a šíření zápachu ze vznikající laminační linky na území města?",23.-24.09.2022,2556,0.4394,ANO,"979    (87,18 %)","71        (6,32 %)",ANO       (639),,ANO,True,True,True,True,639,2022,True,Veverská Bítýška,Brno-venkov,Jihomoravský kraj,"Veverská Bítýška, Brno-venkov, Jihomoravský kraj, Česká republika",True
354.0,"Velké Přítočno (Kladno, STČ)","1. Souhlasíte s tím, aby zastupitelstvo obce Velké Přítočno bezodkladně podniklo veškeré kroky                     v samostatné působnosti, aby nemohlo dojít k výstavbě komplexu bytových domů dle projektu „nové přítočno I“ na místě zastavitelných ploch Z03, Z04, Z05 a Z06 vymezených územním plánem Velkého Přítočna ve znění změny č. 1   a č. 2?",23.-24.09.2022,807,0.6691,ANO,"248    (45,93 %)","228    (42,22 %)",NE           (202),,ANO,True,True,False,True,202,2022,True,Velké Přítočno,Kladno,Střední čechy,"Velké Přítočno, Kladno, Střední čechy, Česká republika",True
354.0,"Velké Přítočno (Kladno, STČ)","2. Souhlasíte s tím, aby zastupitelstvo obce Velké Přítočno vydalo negativní stanovisko (podalo nesouhlasné námitky a podniklo veškeré kroky k jejich prosazení) do územního řízení ve věci výstavby komplexu bytových domů dle projektu „nové přítočno I“ na místě zastavitelných ploch Z03, Z04, Z05 a Z06 vymezených územním plánem Velkého Přítočna ve znění změny č. 1   a č. 2 zahájeného odborem výstavby Magistrátu města Kladna a negativní stanovisko (nesouhlasné námitky) vydalo i do případného následného řízení stavebního?",23.-24.09.2022,807,0.6691,ANO,"245    (45,37 %)","219    (40,56 %)",NE           (202),hlasování neplatné,NE,True,True,False,False,202,2022,True,Velké Přítočno,Kladno,Střední čechy,"Velké Přítočno, Kladno, Střední čechy, Česká republika",True
354.0,"Velké Přítočno (Kladno, STČ)","3. Souhlasíte s tím, aby zastupitelstvo obce Velké Přítočno podniklo v samostatné působnosti veškeré kroky vedoucí ke změně územního plánu Velkého Přítočna u zastavitelných ploch Z03, Z04, Z05 a Z06, a to tak, aby využití pozemků parc. č. 121/4, 121/5, 121/6          a 121/82 bylo změněno z SV (smíšené obytné venkovské) na BV (bydlení venkovské)?",23.-24.09.2022,807,0.6691,ANO,"251    (46,48 %)","216    (40,00 %)",NE           (202),hlasování neplatné,NE,True,True,False,False,202,2022,True,Velké Přítočno,Kladno,Střední čechy,"Velké Přítočno, Kladno, Střední čechy, Česká republika",True
355.0,"Čeperka (Pardubice, PAK)",Souhlasíte s umístěním stavby spalovny odpadů nebo jiného zařízení na energetické využití odpadů nebo           k odstranění odpadů jejich spalováním či spoluspalováním v katastrálním území obce Čeperky?,23.-24.09.2022,898,0.5791,ANO,"201    (38,65 %)","299      (57,5 %)",ANO       (225),,ANO,True,True,True,True,225,2022,True,Čeperka,Pardubice,Pardubický kraj,"Čeperka, Pardubice, Pardubický kraj, Česká republika",True
356.0,"Jenišov           (Karlovy Vary, KVK)","Souhlasíte s budoucí výstavbou bytových domů na území obce Jenišov (tj. domů s více než třemi samostatnými byty, dvěma nadzemními a jedním podzemním podlažím a podkrovím, na území obce Jenišov?",23.-24.09.2022,756,0.5728,ANO,"63      (14,55 %)","356    (82,22 %)",ANO       (189) ,,ANO,True,True,False,True,189,2022,True,Jenišov,Karlovy Vary,Karlovarský kraj,"Jenišov, Karlovy Vary, Karlovarský kraj, Česká republika",True
357.0,"Svatý Jan nad Malší (České Budějovice, JHČ)","Souhlasím s výstavbou obecního bytového domu na parcelách č. 175, 192, 4620/1, 4621, 4622, 4623 v k. ú. Svatý Jan nad Malší, které jsou ve vlastnictví obce, maximální počet bytů bude 10, využitelnost přednostně pro místní občany.",23.-24.09.2022,472,0.6356,ANO,"161    (53,67 %)","119    (39,67 %)",ANO       (118),,ANO,True,True,True,True,118,2022,True,Svatý Jan nad Malší,České Budějovice,Jihočeský kraj,"Svatý Jan nad Malší, České Budějovice, Jihočeský kraj, Česká republika",True
358.0,"Květnice          (Praha-východ, STČ)","1. Souhlasíte s tím, aby zastupitelstvo obce Květnice podnikalo další kroky směřující k zabránění demolici vily v centru obce v jihovýchodní části pozemku 57/1?",23.-24.09.2022,1237,0.5255,ANO,"388    (59,69 %)","253    (38,92 %)",ANO       (310),,ANO,True,True,True,True,310,2022,True,Květnice,Praha-východ,Střední čechy,"Květnice, Praha-východ, Střední čechy, Česká republika",True
358.0,"Květnice          (Praha-východ, STČ)","2. Souhlasíte s tím, aby zastupitelstvo obce Květnice bylo povinno podniknout všechny zákonné kroky ke schválení změny územního plánu Květnice takto?
PRO OBYTNÉ DOMY, tedy stavby pro bydlení ve smyslu    § 2 písm. a) vyhlášky č. 501/2006 Sb., na celém území obce, musí obsahovat podmínku, že PLOCHÉ STŘECHY jsou NEPŘÍPUSTNÉ.",23.-24.09.2022,1237,0.5255,ANO,"440    (67,69 %)","187    (28,77 %)",ANO       (310),hlasování neplatné,NE,True,True,True,False,310,2022,True,Květnice,Praha-východ,Střední čechy,"Květnice, Praha-východ, Střední čechy, Česká republika",True
358.0,"Květnice          (Praha-východ, STČ)","3. Souhlasíte s tím, aby zastupitelstvo obce Květnice bylo povinno podniknout všechny zákonné kroky ke schválení změny územního plánu Květnice takto?
PRO OBYTNÉ DOMY, tedy stavby pro bydlení ve smyslu    § 2 písm. a) vyhlášky č. 501/2006 Sb., na celém území obce musí obsahovat podmínku MAXIMÁLNĚ DVOU NADZEMNÍCH PODLAŽÍ s možným obytným podkrovím?",23.-24.09.2022,1237,0.5255,ANO,"355    (54,62 %)","275    (42,31 %)",ANO       (310),hlasování neplatné,NE,True,True,True,False,310,2022,True,Květnice,Praha-východ,Střední čechy,"Květnice, Praha-východ, Střední čechy, Česká republika",True
358.0,"Květnice          (Praha-východ, STČ)","4. Souhlasíte s tím, aby zastupitelstvo obce Květnice bylo povinno podniknout všechny zákonné kroky ke schválení změny územního plánu Květnice takto?
PRO POLYFUNKČNÍ DOMY, tedy domy s více než 50 % čisté podlahové plochy občanské vybavenosti, na plochách SK, což jsou plochy smíšené obytné komerční určené pro bydlení a občanskou vybavenost, mohly zůstat ZACHOVÁNY PLOCHÉ STŘECHY s podmínkou, že pokud se bude jednat o podlaží třetí, musí jít o souměrně ustoupené podlaží, přičemž plocha tohoto podlaží musí být nejméně o 20 % menší, než je plocha prvního nadzemního podlaží.",23.-24.09.2022,1237,0.5255,ANO,"295    (45,38 %)","329    (50,62 %)",ANO       (310),hlasování neplatné,NE,True,True,True,False,310,2022,True,Květnice,Praha-východ,Střední čechy,"Květnice, Praha-východ, Střední čechy, Česká republika",True
358.0,"Květnice          (Praha-východ, STČ)","5. Souhlasíte s tím, aby zastupitelstvo obce Květnice bylo povinno podniknout všechny zákonné kroky ke schválení změny územního plánu Květnice takto?
PRO POLYFUNKČNÍ DOMY, tedy domy s více než 50 % čisté podlahové plochy občanské vybavenosti, na plochách SK, což jsou plochy smíšené obytné komerční určené pro bydlení a občanskou vybavenost, mohly zůstat ZACHOVÁNY TŘI NADZEMNÍ PODLAŽÍ s podmínkou, že pokud se bude jednat o podlaží třetí, musí jít o obytné podkroví, nebo souměrně ustoupené podlaží o nejméně 20 % než je plocha prvního nadzemního podlaží?",23.-24.09.2022,1237,0.5255,ANO,"286    (44,00 %)","336    (51,69 %)",ANO       (310),hlasování neplatné,NE,True,True,True,False,310,2022,True,Květnice,Praha-východ,Střední čechy,"Květnice, Praha-východ, Střední čechy, Česká republika",True
359.0,"Vrčeň                              (Plzeň-jih, PLK)","Souhlasíte, aby obec Vrčeň učinila veškeré právní kroky k uzavření nájemní smlouvy na dobu neurčitou na pronájem Opatského rybníka se současným nájemníkem Spolkem Vrčeň, dle nabídky Spolku Vrčeň projednané Zastupitelstvem obce dne 11. 7. 2022?",23.-24.09.2022,265,0.717,ANO,"147    (77,37 %)","37      (19,47 %)",ANO         (67),,ANO,True,True,True,True,67,2022,True,Vrčeň,Plzeň-jih,Plzeňský kraj,"Vrčeň, Plzeň-jih, Plzeňský kraj, Česká republika",True
360.0,"Jemnice           (Třebíč, VYS)","1. Souhlasíte s tím, aby město Jemnice v rámci samostatné působnosti činilo veškeré kroky k tomu, aby na území města Jemnice nemohlo dojít ke vzniku či zprovoznění chovu či skupiny chovů hospodářských zvířat v jedné lokalitě o celkové ustájovací kapacitě větší než 200 dobytčích jednotek (DJ)?
Pozn.: 1 dobytčí jednotka (DJ) = 500 kg živé hmotnosti zvířete. Propočítáním na jednotlivé kategorie zvířat se provede dle koeficientů v příloze č. 1 k vyhlášce                č. 377/2013 Sb. část C)",23.-24.09.2022,3229,0.5983,ANO,"1 140 (59,01 %)","660    (34,16 %)",ANO       (808),,ANO,True,True,True,True,808,2022,True,Jemnice,Třebíč,Kraj Vysočina,"Jemnice, Třebíč, Kraj Vysočina, Česká republika",True
360.0,"Jemnice           (Třebíč, VYS)","2. Souhlasíte s tím, aby město Jemnice v rámci samostatné působnosti činilo veškeré kroky k tomu, aby změnou územního plánu města Jemnice nemohla vzniknout plocha zemědělské výroby (VZ) o velikosti větší než 10.000 m2, která by umožňovala výstavbu stájí?",23.-24.09.2022,3229,0.5983,ANO,"1 131 (58,54 %)","667    (34,52 %)",ANO       (808),hlasování neplatné,NE,True,True,True,False,808,2022,True,Jemnice,Třebíč,Kraj Vysočina,"Jemnice, Třebíč, Kraj Vysočina, Česká republika",True
360.0,"Jemnice           (Třebíč, VYS)","3. Souhlasíte s tím, aby město Jemnice v rámci samostatné působnosti činilo veškeré kroky k tomu, aby na území města Jemnice nemohlo dojít k výstavbě či zprovoznění závodu na porážku a zpracování zvířat (jatka) o celkové kapacitě porážky větší než 400.000 kg ročně?",23.-24.09.2022,3229,0.5983,ANO,"1 115 (57,71 %)","680    (35,20 %)",ANO       (808),hlasování neplatné,NE,True,True,True,False,808,2022,True,Jemnice,Třebíč,Kraj Vysočina,"Jemnice, Třebíč, Kraj Vysočina, Česká republika",True
360.0,"Jemnice           (Třebíč, VYS)","4. Souhlasíte s tím, aby město Jemnice v rámci samostatné působnosti činilo veškeré kroky k tomu, aby v územním plánu města Jemnice plocha zemědělské výroby (VZ) při ulici Slavonická byla změněna na plochu smíšenou venkovskou (SV) umožňující mimo jiné také výstavbu rodinných domů?",23.-24.09.2022,3229,0.5983,ANO,"1 089 (56,37 %)","711    (36,80 %)",ANO       (808),hlasování neplatné,NE,True,True,True,False,808,2022,True,Jemnice,Třebíč,Kraj Vysočina,"Jemnice, Třebíč, Kraj Vysočina, Česká republika",True
361.0,"Kalek       (Chomutov, ÚSK)","1. Souhlasíte s tím, aby zastupitelstvo obce Kalek v samostatné působnosti při projednávání nového územního plánu odsouhlasilo návrh zástavby u bývalé hájovny v lokalitě „Za Vydrou“ a „Před Vydrou“ – pozemky parc. č. 84/3 (trvalý travní porost) a 84/2 (trvalý travní porost) v katastrálním území Načetín u Kalku (v ÚP označeno jako Z2)?",23.-24.09.2022,212,0.7028,ANO,"61      (40,94 %)","85      (57,05 %",ANO         (53),,ANO,True,True,True,True,53,2022,True,Kalek,Chomutov,Ústecký kraj,"Kalek, Chomutov, Ústecký kraj, Česká republika",True
361.0,"Kalek       (Chomutov, ÚSK)","2. Souhlasíte s tím, aby zastupitelstvo obce Kalek v samostatné působnosti při projednávání nového územního plánu odsouhlasilo návrh satelitní zástavby na pozemku parc. č. 84/6 (trvalý travní porost) v katastrálním území Načetín u Kalku (v ÚP označeno jako Z 50)?",23.-24.09.2022,212,0.7028,ANO,"61      (40,94 %)","83      (55,70 %)",ANO         (53),hlasování neplatné,NE,True,True,True,False,53,2022,True,Kalek,Chomutov,Ústecký kraj,"Kalek, Chomutov, Ústecký kraj, Česká republika",True
361.0,"Kalek       (Chomutov, ÚSK)","3. Souhlasíte s tím, aby zastupitelstvo obce Kalek v samostatné působnosti při projednávání nového územního plánu odsouhlasilo návrh satelitní zástavby na pozemku parc. č. 106/1 (ostatní plocha) v katastrálním území Kalek (v ÚP označeno jako Z 22)?",23.-24.09.2022,212,0.7028,ANO,"59      (39,60 %)","85      (57,05 %",ANO         (53),hlasování neplatné,NE,True,True,True,False,53,2022,True,Kalek,Chomutov,Ústecký kraj,"Kalek, Chomutov, Ústecký kraj, Česká republika",True
362.0,"Nová Ves         (Plzeň-jih, PLK)","1. Souhlasíte s tím, aby obec Nová Ves v samostatné působnosti učinila všechny možné kroky směřující             k tomu, aby byla ze Zásad územního rozvoje, a pokud to bude nutné i z nadřazených nástrojů územního plánování, odstraněna křižovatka Nová Ves – napojení strategického podnikatelského parku Plzeň – Líně ve smyslu usnesení Vlády ČR č. 647 ze dne 27. 7. 2022 a ve smyslu Zásad územního rozvoje Plzeňského kraje na dálnici D5 (sjezd D5/2)?",23.-24.09.2022,232,0.5948,ANO,"119     (86,23 %)","4           (2,90 %)",ANO         (58),,ANO,True,True,True,True,58,2022,True,Nová Ves,Plzeň-jih,Plzeňský kraj,"Nová Ves, Plzeň-jih, Plzeňský kraj, Česká republika",True
362.0,"Nová Ves         (Plzeň-jih, PLK)","2. Souhlasíte s tím, aby obec Nová Ves v samostatné působnosti podnikla veškeré možné kroky k tomu, aby zabránila realizaci strategického podnikatelského parku Plzeň – Líně, zejména aby se jako vlastník pozemků veškerými způsoby souladnými s právním řádem bránila poskytnutí pozemků ve svém vlastnictví pro potřeby realizace strategického podnikatelského parku Plzeň Líně, po dobu 24 měsíců od platnosti referenda?",23.-24.09.2022,232,0.5948,ANO,"121    (87,68 %","2           (1,45 %)",ANO         (58),hlasování neplatné,NE,True,True,True,False,58,2022,True,Nová Ves,Plzeň-jih,Plzeňský kraj,"Nová Ves, Plzeň-jih, Plzeňský kraj, Česká republika",True
363.0,"Slatinice    (Olomouc, OLK)","Souhlasíte s prodejem Domu služeb č.p. 26, Slatinice (parc. č. 97) a přilehlé zahrady (parc. č. 43/1) do vlastnictví Olomouckého kraje za účelem adaptace objektu na sociální službu domova pro osoby se středním mentálním postižením včetně přidružených smyslových nebo tělesných omezení?",2022-11-16 00:00:00,1303,0.3062,NE,"25        (6,27 %)","365    (91,48 %)",NE           (326),,NE,True,False,False,True,326,2022,True,Slatinice,Olomouc,Olomoucký kraj,"Slatinice, Olomouc, Olomoucký kraj, Česká republika",True
364.0,"Milovice          (Nymburk, STČ)","1. Souhlasíte se zachováním stavu a způsobem využití Hakenova stadionu na pozemku p. č. 1751/6 v k. ú. Milovice nad Labem tak, jak byl schválen v územním plánu města v roce 2016 jako plocha veřejného prostranství a veřejné zeleně, za použití všech zákonných pravomocí orgánů města?",2022-11-05 00:00:00,8396,0.07146,NE,540          (90 %),"34        (5,67 %)",NE                 (2 099),,NE,True,False,False,True,0,2022,True,Milovice,Nymburk,Střední čechy,"Milovice, Nymburk, Střední čechy, Česká republika",True
364.0,"Milovice          (Nymburk, STČ)","2. Souhlasíte s tím, aby pozemek ve vlastnictví města Milovice p. č. 1751/6 v k. ú. Milovice nad Labem, na kterém leží Hakenův stadion, zůstal v majetku města?",2022-11-05 00:00:00,8396,0.07146,NE,"529    (88,17 %)","33           (5,5 %)",NE                 (2 099),hlasování neplatné,NE,True,False,False,False,0,2022,True,Milovice,Nymburk,Střední čechy,"Milovice, Nymburk, Střední čechy, Česká republika",True
365.0,"Horní Řasnice (Liberec, LBK)","Souhlasíte s tím, aby obecní zastupitelstvo Horní Řasnice neprodleně zastavilo všechny kroky k výstavbě větrných elektráren s firmou WEB Větrná energie s.r.o., IČ 26282895, se sídlem Ríšova 149/21, Žebětín, 641 00 Brno na území obce a odmítlo takto navrhovanou úpravu územního plánu?",13.-14.01.2023,187,0.6096,ANO,"60      (52,63 %)","53      (46,49 %)",ANO         (47),,ANO,True,True,True,True,47,2023,True,Horní Řasnice,Liberec,Liberecký kraj,"Horní Řasnice, Liberec, Liberecký kraj, Česká republika",True
366.0,"Opatovice nad Labem             (Pardubice, PAK)","Požadujete, aby orgány obce Opatovice nad Labem učinily v samostatné působnosti veškeré možné kroky    k tomu, aby zabránily výstavbě průmyslové, výrobní, logistické, montážní nebo skladové haly na pozemcích parc. č. 2129, 2124, 2123, 2126, 2120, 2127, 2119/2, 2118/2, 2116, 2115/1 a st. p. č. 521/1, vše k. ú. Opatovice nad Labem?",13.-14.01.2023,2039,0.5978,ANO,"682    (55,95 %)","474    (38,88 %)",ANO       (510),,ANO,True,True,True,True,510,2023,True,Opatovice nad Labem,Pardubice,Pardubický kraj,"Opatovice nad Labem, Pardubice, Pardubický kraj, Česká republika",True
367.0,"Sudice             (Opava, MSK)",Větrné elektrárny v katastru obce?,2022-11-26 00:00:00,519,0.7091,ANO,"225    (61,14 %)","134    (36,41 %)",ANO       (130),,ANO,True,True,True,True,130,2022,True,Sudice,Opava,Moravskoslezský kraj,"Sudice, Opava, Moravskoslezský kraj, Česká republika",True
368.0,"MČ Praha - Řeporyje        (Praha, PHA)","Souhlasíte s tím, aby Městská část Praha – Řeporyje ve své samostatné působnosti bezodkladně podnikla veškeré zákonné kroky proti výstavbě bytových domů na místě bývalého Trunečkova mlýna v přírodním parku Prokopské a Dalejské údolí?",13.-14.01.2023,3411,0.5154,ANO,"1 366 (77,70 %)","316    (17,87 %)",ANO       (853),,ANO,True,True,True,True,853,2023,True,MČ Praha - Řeporyje,Praha,Hlavní město Praha,"MČ Praha - Řeporyje, Praha, Hlavní město Praha, Česká republika",True
369.0,"Horní Bludovice (Karviná, MSK)","Souhlasíte s tím, aby orgány obce Horní Bludovice učinily v samostatné působnosti veškeré možné kroky k tomu, aby zabránily výstavbě jakékoliv stavby sloužící ke zpracování, lisování, výrobě anebo sterilizaci plastových výrobků na pozemcích parc. č. 88/3, 88/6, 88/18, 288/1 st., 288/5 st., 337 st., 385 st., 386 st. a 387 st., vše v katastrálním území Prostřední Bludovice (plocha P1 vymezená v územním plánu obce Horní Bludovice)?",13.-14.01.2023,2037,0.649,ANO,"942    (71,26 %)","313    (23,68 %)",ANO       (510),,ANO,True,True,True,True,510,2023,True,Horní Bludovice,Karviná,Moravskoslezský kraj,"Horní Bludovice, Karviná, Moravskoslezský kraj, Česká republika",True
370.0,"Dobříš           (Příbram, STČ)","Souhlasíte, aby zastupitelstvo města Dobříš bez zbytečných odkladů a v souladu s právními předpisy schválilo takovou změnu územního plánu města Dobříš, která v lokalitě Brodce vyjme ze zastavitelných ploch pozemky, které byly ke dni vyhlášení tohoto referenda (27.09.2022) ve vlastnictví města Dobříše, s výjimkou pozemku parcelní číslo 1896/194 v katastrálním území Dobříš, který je zařazen do plochy využitelné pro občanské vybavení – tělovýchovné a sportovní zařízení?",13.-14.01.2023,6784,0.5436,ANO,"2 430 (65,89 %)","978    (26,52 %)",ANO             (1 696),,ANO,True,True,False,True,0,2023,True,Dobříš,Příbram,Střední čechy,"Dobříš, Příbram, Střední čechy, Česká republika",True
