nr,lokalita,otazka,datum,opravnene_osoby,ucast,platnost_referenda,pro,proti,zavaznost,platnost_hlasovani,platnost_fin,platnost_T,referendum_validity,referendum_binding,voting_valid,binding_minimum_count,rok_fin,rok_T,obec_fin,okres_fin,kraj_fin,geo_city,lok_T
370.0,"Dobříš           (Příbram, STČ)","Souhlasíte, aby zastupitelstvo města Dobříš zachovalo v územním plánu stanovené zásady etapizace, kde je mimo jiné určeno, že z obytných ploch by neměla být zahajována výstavba v dalších lokalitách do doby realizace velké většiny rodinných domů v lokalitách: Nad Papežem, Javorová, Na Kole, Západní zóna, a při nejbližší změně územního plánu upřesnilo, že velkou většinou se v tomto rozumí nejméně 85 %?",13.-14.01.2023,6784,0.5436,ANO,"2 496 (67,68 %)","910    (24,67 %)",ANO             (1 696),hlasování neplatné,NE,True,True,False,False,0,2023,True,Dobříš,Příbram,Střední čechy,"Dobříš, Příbram, Střední čechy, Česká republika",True
370.0,"Dobříš           (Příbram, STČ)","Má územní plán města Dobříše i jeho změny vylučovat rozšíření možnosti zástavby v okolní krajině oproti současnému stavu v lokalitách, které byly ke dni vyhlášení tohoto referenda (27.09.2022) nezastavěným územím, s výjimkou případů, kdy by nutnost změny vyplývala z právního předpisu nebo kdyby se jednalo o veřejně prospěšné stavby?",13.-14.01.2023,6784,0.5436,ANO,"2 496 (67,68 %)","906    (24,57 %)",ANO             (1 696),hlasování neplatné,NE,True,True,False,False,0,2023,True,Dobříš,Příbram,Střední čechy,"Dobříš, Příbram, Střední čechy, Česká republika",True
371.0,"Huzová      (Olomouc, OLK)",Souhlasíte s projekční přípravou a případnou výstavbou nové budovy obecního úřadu?,2023-02-25 00:00:00,446,0.2556,NE,"16      (14,03 %)","96      (84,21 %)",NE           (112),,NE,True,False,False,True,112,2023,True,Huzová,Olomouc,Olomoucký kraj,"Huzová, Olomouc, Olomoucký kraj, Česká republika",True
372.0,"Ptenín               (Plzeň-jih, PLK)","Souhlasíte s tím, aby zastupitelstvo obce Ptenín podnikalo v rámci své samostatné působnosti kroky směřující k podpoře výstavby větrných elektráren na území obce Ptenín, při splnění hygienické normy ČR, směrem na obec Bolkov a s tím související kroky směřující k přijetí finanční dotace od investora a provozovatele těchto větrných elektráren v řádech milionů korun a k jejich využití na další rozvoj obce Ptenín?",13.-14.01.2023,164,0.7439,ANO,"57      (46,72 %)","63      (51,64 %)",ANO         (41),,ANO,True,True,True,True,41,2023,True,Ptenín,Plzeň-jih,Plzeňský kraj,"Ptenín, Plzeň-jih, Plzeňský kraj, Česká republika",True
374.0,"SM Karlovy Vary (Karlovy Vary, KVK)",Jste pro obnovu litinové vřídelní kolonády architektů F. Fellnera a H. Helmera na místě současné kolonády z roku 1975?,13.-14.01.2023,35851,0.3091,NE,"7 465 (67,37 %)","3 074 (27,74 %)",NE                 (8 963),,NE,True,False,False,True,0,2023,True,SM Karlovy Vary,Karlovy Vary,Karlovarský kraj,"SM Karlovy Vary, Karlovy Vary, Karlovarský kraj, Česká republika",True
375.0,"Dudín              (Jihlava, VYS)",Má se vedení obce Dudín ve volebním období 2022-2026 zabývat možností výstavby Domova pro seniory v naší obci?,13.-14.01.2023,153,0.7582,ANO,"86      (74,14 %)","30      (25,86 %)",ANO         (39),,ANO,True,True,True,True,39,2023,True,Dudín,Jihlava,Kraj Vysočina,"Dudín, Jihlava, Kraj Vysočina, Česká republika",True
376.0,"Habřina           (Hradec Králové, HKK)","Souhlasíte s tím, aby zastupitelstvo obce Habřina podniklo veškeré nezbytné kroky včetně udělení nutných souhlasů k tomu, aby byla umožněna realizace projektu obnovy areálu kostela sv. Václava na Chloumku a související výstavba včetně rondelu dle architektonického návrhu a příslušné dokumentace vypracované architektonickým studiem, společností ARN Studio, s.r.o., představených na veřejné prezentaci spojené s besedou, konané dne 13. 10. 2021, a jehož vizualizace byla distribuována občanům obce Habřina v prosinci 2021 a který je k nahlédnutí na obecním úřadě?",13.-14.01.2023,236,0.7542,ANO,"111    (62,36 %)","65      (36,52 %)",ANO         (59),,ANO,True,True,True,True,59,2023,True,Habřina,Hradec Králové,Královéhradecký kraj,"Habřina, Hradec Králové, Královéhradecký kraj, Česká republika",True
377.0,"Hruška        (Prostějov, OLK)","Souhlasíte s demolicí budovy s číslem popisným 26, na pozemku p. č. st. 54; stavba občanského vybavení – bývalá škola?",13.-14.01.2023,184,0.6304,ANO,"35      (30,17 %)","80      (68,97 %)",ANO         (46),,ANO,True,True,True,True,46,2023,True,Hruška,Prostějov,Olomoucký kraj,"Hruška, Prostějov, Olomoucký kraj, Česká republika",True
378.0,"Trnová               (Plzeň-sever, PLK)","Souhlasíte s tím, aby zastupitelstvo obce Trnová v samostatné působnosti podniklo veškeré právní kroky k tomu, aby v katastrálním území Trnová u Plzně nedošlo k realizaci záměru názvem ""Stanovení dobývacího prostoru Krašovice a hornická činnost na výhradním ložisku kaolinu Krašovice"", jehož předmětem je vybudování dobývacího prostoru Krašovice a s tím související činnost?",13.-14.01.2023,758,0.6319,ANO,"410    (85,59 %)","43        (8,98 %)",ANO       (190),,ANO,True,True,True,True,190,2023,True,Trnová,Plzeň-sever,Plzeňský kraj,"Trnová, Plzeň-sever, Plzeňský kraj, Česká republika",True
379.0,"Krašovice         (Plzeň-sever, PLK)","Souhlasíte s tím, aby zastupitelstvo obce Krašovice v samostatné působnosti podniklo veškeré právní kroky k tomu, aby v katastrálním území Krašovice nedošlo k realizaci záměru s názvem ""Stanovení dobývacího prostoru Krašovice a hornická činnost na výhradním ložisku kaolinu Krašovice"", jehož předmětem je vybudování dobývacího prostoru Krašovice a s tím související činnost?",13.-14.01.2023,304,0.7237,ANO,198          (90 %),"14        (6,36 %)",ANO         (76),,ANO,True,True,True,True,76,2023,True,Krašovice,Plzeň-sever,Plzeňský kraj,"Krašovice, Plzeň-sever, Plzeňský kraj, Česká republika",True
380.0,"Dolní Řasnice (Liberec, LBK)","Souhlasíte s tím, aby zastupitelstvo obce Dolní Řasnice    v samostatné působnosti obce již nepodnikalo žádné kroky směřující k výstavbě větrných elektráren v katastru obce?",2023-04-01 00:00:00,443,0.6953,ANO,"71      (23,05 %)","234    (75,97 %)",ANO       (111),,ANO,True,True,True,True,111,2023,True,Dolní Řasnice,Liberec,Liberecký kraj,"Dolní Řasnice, Liberec, Liberecký kraj, Česká republika",True
381.0,"Krásný Les    (Liberec, LBK)","Souhlasíte s tím, aby obecní zastupitelstvo Krásného Lesa v samostatné působnosti činilo veškeré kroky k tomu, aby změnou územního plánu obce Krásný Les, katastrální území 673960, nemohla vzniknout plocha, která by umožňovala výstavbu větrných elektráren?                                                                                                                                                                                                                                                                                                      ",2023-04-01 00:00:00,404,0.5718,ANO,"75      (32,47 %)","154    (66,67 %)",ANO       (101),,ANO,True,True,True,True,101,2023,True,Krásný Les,Liberec,Liberecký kraj,"Krásný Les, Liberec, Liberecký kraj, Česká republika",True
383.0,"Stará Červená Voda (Jeseník, OLK)","Souhlasíte s tím, aby obec Stará Červená Voda učinila v samostatné působnosti veškeré možné kroky k tomu, aby v katastrálním území obce nemohlo dojít k výstavbě výroben elektřiny z obnovitelných zdrojů energie o celkovém instalovaném elektrickém výkonu 1 MW a více?",2023-05-13 00:00:00,507,0.5779,ANO,"235    (80,20 %)","56      (19,11 %)",ANO       (127),,ANO,True,True,True,True,127,2023,True,Stará Červená Voda,Jeseník,Olomoucký kraj,"Stará Červená Voda, Jeseník, Olomoucký kraj, Česká republika",True
384.0,"Sazomín               (Žďár nad Sázavou, VYS)",Souhlasíte s výstavbou tří větrných elektráren na katastru obce Sazomín?,2023-05-19 00:00:00,194,0.8144,ANO,"86      (54,43 %)","71      (44,94 %)",ANO          (49),,ANO,True,True,True,True,49,2023,True,Sazomín,Žďár nad Sázavou,Kraj Vysočina,"Sazomín, Žďár nad Sázavou, Kraj Vysočina, Česká republika",True
385.0,"Všeruby            (Plzeň-sever, PLK)","Souhlasíte s tím, aby zastupitelstvo města Všeruby            v samostatné působnosti podniklo veškeré právní kroky směřující k zamezení výstavby větrných elektráren na území města Všeruby?",2023-06-09 00:00:00,1265,0.3898,ANO,"409    (82,96 %)","71      (14,40 %)",ANO       (317),,ANO,True,True,True,True,317,2023,True,Všeruby,Plzeň-sever,Plzeňský kraj,"Všeruby, Plzeň-sever, Plzeňský kraj, Česká republika",True
386.0,"Staré Město (Svitavy, PAK)","Souhlasíte s tím, aby orgány obce Staré Město činily všechny potřebné kroky k přípravě a následné realizaci cyklostezky mezi Starým Městem a Moravskou Třebovou v připravené a schválené trase od Starého Města - jih a dále středem pole dle usnesení zastupitelstva z 30. května 2018 a dokončených komplexních pozemkových úprav, které na základě požadavků obce tuto trasu připravily?",2023-04-21 00:00:00,825,0.4982,ANO,"335    (81,51 %)","70      (17,03 %)",ANO       (207),,ANO,True,True,True,True,207,2023,True,Staré Město,Svitavy,Pardubický kraj,"Staré Město, Svitavy, Pardubický kraj, Česká republika",True
388.0,"Chyjice                 (Jičín, HKK)",Souhlasím s postavením fotovoltaické elektrárny na obecních pozemích č. 1018 a 1040 v katastrálním území Chyjice.,2023-06-24 00:00:00,125,0.488,ANO,"41      (67,21 %)","20      (32,79 %)",ANO          (32),,ANO,True,True,True,True,32,2023,True,Chyjice,Jičín,Královéhradecký kraj,"Chyjice, Jičín, Královéhradecký kraj, Česká republika",True
389.0,"Josefov        (Sokolov, KVK)","Souhlasíte s tím, aby v obci Josefov k. ú. Luh nad Svatavou nebo k. ú. Radvanov byly postaveny                      a provozovány větrné elektrárny?",2023-09-09 00:00:00,327,0.5872,ANO,48            (25 %),"141    (73,44 %)",ANO          (82),,ANO,True,True,True,True,82,2023,True,Josefov,Sokolov,Karlovarský kraj,"Josefov, Sokolov, Karlovarský kraj, Česká republika",True
390.0,"Dobšice     (Nymburk, STČ)","Souhlasíte s tím, aby zastupitelstvo obce Dobšice podnikalo v rámci své samostatné působnosti kroky 
směřující ke stavebním úpravám objektu sběrného dvora v Libněvsi, č. parc. 42/46, k. ú. Dobšice 
u Žehuně, za účelem vybudování druhé hasičské zbrojnice v obci s klubovnou pro schůze SDH Dobšice, 
s tepelným čerpadlem, krbem na tuhá paliva, garáží, koupelnou, WC, skladem, za cenu z roku 2020 
ve výši 2 429 587 Kč a s tím související kroky směřující k přijetí finanční dotace ve výši pouhých 50 % 
z uznatelných nákladů?",2023-10-07 00:00:00,197,0.3503,ANO,"1           (1,45 %)","67      (97,10 %)",ANO          (50),,ANO,True,True,True,True,50,2023,True,Dobšice,Nymburk,Střední čechy,"Dobšice, Nymburk, Střední čechy, Česká republika",True
391.0,"Siřejovice (Litoměřice, ÚSK)",Souhlasíte s výstavbou zařízení na plazmové zplyňování odpadu (energetické nebo materiálové využití komunálního odpadu) na skládce SONO v katastru obce Želechovice?,2023-10-07 00:00:00,233,0.4936,ANO,"15      (13,04 %)","96      (83,48 %)",ANO          (59),,ANO,True,True,True,True,59,2023,True,Siřejovice,Litoměřice,Ústecký kraj,"Siřejovice, Litoměřice, Ústecký kraj, Česká republika",True
391.0,"Siřejovice (Litoměřice, ÚSK)","Souhlasíte, aby obec Siřejovice využila všech dostupných právních prostředků, aby zabránila výstavbě zařízení na plazmové zplyňování odpadu (energetické nebo materiálové využití komunálního odpadu) na skládce odpadů SONO v katastru obce Želechovice?",2023-10-07 00:00:00,233,0.4936,ANO,"94      (81,74 %)","18      (15,65 %)",ANO          (59),hlasování neplatné,NE,True,True,True,False,59,2023,True,Siřejovice,Litoměřice,Ústecký kraj,"Siřejovice, Litoměřice, Ústecký kraj, Česká republika",True
392.0,"Hořátev     (Nymburk, STČ)",Chtějí občané Hořátve na svém katastrálním území těžbu písku?,2023-10-07 00:00:00,616,0.5974,ANO,"67      (18,21 %)","300    (81,52 %)",ANO       (154),,ANO,True,True,True,True,154,2023,True,Hořátev,Nymburk,Střední čechy,"Hořátev, Nymburk, Střední čechy, Česká republika",True
393.0,"Vidnava         (Jeseník, OLK)",Souhlasíte s těžbou kaolinu na katastrálním území města Vidnavy?,2023-10-21 00:00:00,989,0.4702,ANO,"94      (20,22 %)","361    (77,63 %)",ANO       (248),,ANO,True,True,True,True,248,2023,True,Vidnava,Jeseník,Olomoucký kraj,"Vidnava, Jeseník, Olomoucký kraj, Česká republika",True
394.0,"Tuchoměřice  (Praha-západ, STČ)","1. Souhlasíte s tím, aby obec Tuchoměřice povolila na pozemku stavební parcele parc. č. st. 292 a pozemku pozemkové parcele parc. č. 197, oba pozemky v katastrálním území Kněžívka, provoz hazardních her uvedených v § 3 odst. 2 písm. d) až t) zákona 
č. 186/2016 Sb., o hazardních hrách, tj. bingo, technická hra a živá hra?",2023-09-15 00:00:00,1163,0.6139,ANO,"109    (15,27 %)","603    (84,45 %)",ANO       (291),,ANO,True,True,True,True,291,2023,True,Tuchoměřice,Praha-západ,Střední čechy,"Tuchoměřice, Praha-západ, Střední čechy, Česká republika",True
394.0,"Tuchoměřice  (Praha-západ, STČ)","2. Souhlasíte s tím, aby obec Tuchoměřice zřídila obecní policii, pokud bude v obecním referendu odsouhlasen na pozemku stavební parcele parc. č. st. 292 a pozemku pozemkové parcele parc. č. 197, oba pozemky v katastrálním území Kněžívka provoz hazardních her uvedených v § 3 odst. 2 písm. d) až t) zákona č. 186/2016 Sb., o hazardních hrách, tj. bingo, technická hra a živá hra?",2023-09-15 00:00:00,1163,0.6139,ANO,"230    (32,21 %)","444    (62,18 %)",ANO       (291),hlasování neplatné,NE,True,True,True,False,291,2023,True,Tuchoměřice,Praha-západ,Střední čechy,"Tuchoměřice, Praha-západ, Střední čechy, Česká republika",True
395.0,"Hostěnice          (Brno-venkov, JHM)",Souhlasíte se vstupem obce Hostěnice do Svazku obcí pro vodovody a kanalizace - Šlapanicko?,2023-10-20 00:00:00,606,0.6304,ANO,"102    (26,70 %)","274    (71,73 %)",ANO       (152),,ANO,True,True,True,True,152,2023,True,Hostěnice,Brno-venkov,Jihomoravský kraj,"Hostěnice, Brno-venkov, Jihomoravský kraj, Česká republika",True
396.0,"Krouna        (Chrudim, PAK)","Souhlasíte s tím, aby orgány obce Krouna 
umožnily umístění jedné větrné elektrárny na obecním pozemku p. č. 1/5 v katastrálním 
území Františky?",2023-11-11 00:00:00,1112,0.5306,ANO,"415    (70,34 %)","164    (27,80 %)",ANO       (278),,ANO,True,True,True,True,278,2023,True,Krouna,Chrudim,Pardubický kraj,"Krouna, Chrudim, Pardubický kraj, Česká republika",True
397.0,"Anenská Studánka (Ústí nad Orlicí, PAK)","Souhlasíte s výstavbou větrných elektráren na území obce Anenská Studánka a s uzavřením smlouvy o spolupráci s obcí na společném záměru se společností NOHO Energy s.r.o., IČO: 08579181?",2023-11-11 00:00:00,136,0.5,ANO,"50      (73,53 %)",17            (25 %),ANO          (34),,ANO,True,True,True,True,34,2023,True,Anenská Studánka,Ústí nad Orlicí,Pardubický kraj,"Anenská Studánka, Ústí nad Orlicí, Pardubický kraj, Česká republika",True
398.0,"Svojetice         (Praha-východ, STČ)",Chcete Kruhový objezd v křižovatce ulic Choceradská       a K Tehovci?,2023-12-01 00:00:00,929,0.3262,NE,"67      (22,11 %)","233    (76,90 %)",NE           (233),,NE,True,False,False,True,233,2023,True,Svojetice,Praha-východ,Střední čechy,"Svojetice, Praha-východ, Střední čechy, Česká republika",True
399.0,"Hevlín           (Znojmo, JHM)",Souhlasíte s výstavbou větrných elektráren                           v katastrálním území obce Hevlín?,2023-11-04 00:00:00,1102,0.2486,NE,"156    (56,93 %)","116    (42,34 %)",NE           (276),,NE,True,False,False,True,276,2023,True,Hevlín,Znojmo,Jihomoravský kraj,"Hevlín, Znojmo, Jihomoravský kraj, Česká republika",True
